iter	Passed	Remaining
194	1887	2952
195	1898	2944
196	1908	2935
197	1921	2930
198	1930	2919
199	1939	2909
200	1948	2898
201	1957	2887
202	1965	2875
203	1974	2865
204	1984	2855
205	1994	2845
206	2002	2834
207	2012	2824
208	2021	2814
209	2030	2803
210	2038	2792
211	2052	2788
212	2064	2781
213	2076	2775
214	2089	2769
215	2098	2758
216	2107	2747
217	2115	2736
218	2123	2724
219	2139	2723
220	2148	2711
221	2156	2700
222	2164	2688
223	2172	2677
224	2181	2665
225	2189	2654
226	2197	2643
227	2206	2631
228	2214	2620
229	2223	2609
230	2231	2598
231	2239	2587
232	2248	2576
233	2270	2580
234	2280	2571
235	2289	2560
236	2301	2553
237	2309	2542
238	2318	2531
239	2327	2521
240	2335	2510
241	2343	2498
242	2351	2487
243	2360	2476
244	2368	2464
245	2377	2454
246	2385	2443
247	2394	2432
248	2402	2421
249	2410	2410
250	2419	2399
251	2427	2389
252	2436	2378
253	2444	2367
254	2453	2357
255	2461	2346
256	2473	2339
257	2485	2331
258	2501	2327
259	2513	2320
260	2522	2310
261	2538	2305
262	2558	2305
263	2582	2308
264	2620	2324
265	2643	2325
266	2661	2322
267	2688	2327
268	2709	2327
269	2726	2322
270	2742	2317
271	2762	2315
272	2782	2313
273	2801	2310
274	2825	2311
275	2848	2312
276	2878	2317
277	2895	2312
278	2917	2310
279	2934	2305
280	2953	2302
281	2973	2298
282	2999	2299
283	3027	2302
284	3046	2297
285	3063	2292
286	3073	2280
287	3084	2270
288	3101	2264
289	3117	2257
290	3133	2250
291	3142	2238
292	3152	2227
293	3161	2215
294	3169	2202
295	3178	2190
296	3186	2178
297	3195	2165
298	3203	2153
299	3212	2141
300	3220	2128
301	3228	2116
302	3236	2104
303	3245	2092
304	3253	2080
305	3261	2067
306	3270	2055
307	3278	2043
308	3286	2031
309	3298	2021
310	3314	2014
311	3328	2005
312	3339	1994
313	3353	1986
314	3363	1975
315	3372	1963
316	3381	1952
317	3392	1941
318	3400	1929
319	3410	1918
320	3427	1911
321	3439	1901
322	3449	1890
323	3460	1879
324	3471	1869
325	3480	1857
326	3490	1846
327	3502	1836
328	3515	1826
329	3527	1817
330	3540	1807
331	3551	1797
332	3565	1788
333	3577	1778
334	3589	1767
335	3601	1757
336	3612	1747
337	3623	1736
338	3631	1724
339	3641	1713
340	3650	1701
341	3659	1690
342	3668	1679
343	3679	1668
344	3688	1657
345	3697	1645
346	3707	1634
347	3720	1624
348	3733	1615
349	3747	1606
350	3759	1596
351	3771	1585
352	3783	1575
353	3793	1564
354	3802	1553
355	3812	1542
356	3821	1530
357	3830	1519
358	3840	1508
359	3851	1497
360	3864	1487
361	3874	1476
362	3883	1465
363	3893	1454
364	3901	1443
365	3912	1432
366	3925	1422
367	3936	1412
368	3952	1403
369	3963	1392
370	3975	1382
371	3985	1371
372	3998	1361
373	4010	1350
374	4018	1339
375	4029	1328
376	4037	1317
377	4047	1306
378	4056	1295
379	4066	1284
380	4075	1272
381	4084	1261
382	4095	1251
383	4106	1240
384	4115	1229
385	4126	1218
386	4137	1207
387	4147	1197
388	4159	1186
389	4168	1175
390	4179	1165
391	4187	1153
392	4196	1142
393	4204	1131
394	4213	1119
395	4221	1108
396	4229	1097
397	4237	1085
398	4245	1074
399	4254	1063
400	4262	1052
401	4271	1041
402	4279	1030
403	4289	1019
404	4297	1008
405	4307	997
406	4315	986
407	4324	975
408	4333	964
409	4345	953
410	4359	944
411	4368	933
412	4381	923
413	4390	912
414	4398	900
415	4406	889
416	4415	878
417	4423	867
418	4432	856
419	4440	845
420	4448	834
421	4457	823
422	4465	812
423	4474	801
424	4482	790
425	4490	780
426	4498	769
427	4506	758
428	4515	747
429	4523	736
430	4534	725
431	4545	715
432	4559	705
433	4568	694
434	4578	684
435	4587	673
436	4596	662
437	4605	651
438	4613	641
439	4621	630
440	4629	619
441	4638	608
442	4646	597
443	4655	587
444	4663	576
445	4671	565
446	4680	554
447	4688	544
448	4697	533
449	4706	522
450	4716	512
451	4726	501
452	4739	491
453	4751	481
454	4766	471
455	4775	460
456	4788	450
457	4797	439
458	4805	429
459	4815	418
460	4823	408
461	4833	397
462	4843	387
463	4852	376
464	4862	365
465	4871	355
466	4880	344
467	4889	334
468	4898	323
469	4906	313
470	4915	302
471	4923	292
472	4931	281
473	4943	271
474	4954	260
475	4968	250
476	4978	240
477	4990	229
478	4999	219
479	5007	208
480	5016	198
481	5024	187
482	5033	177
483	5042	166
484	5051	156
485	5060	145
486	5072	135
487	5081	124
488	5090	114
489	5100	104
490	5109	93
491	5118	83
492	5126	72
493	5135	62
494	5147	51
495	5158	41
496	5170	31
497	5183	20
498	5192	10
499	5203	0
